set	num	price
sm1	159	3
sm2	159	7.2
sm3	159	18.91
sm5	159	9.44
sm7	159	3.49
sm8	159	1.5
sm1	160	8.96
sm2	160	4.99
sm3	160	5.8
sm5	160	6.9
sm7	160	16
sm8	160	0.1
sm1	161	39.97
sm2	161	6
sm3	161	0.08
sm5	161	11.01
sm7	161	8.51
sm8	161	0.1
sm1	162	20.79
sm2	162	6.16
sm3	162	31.96
sm5	162	4.95
sm7	162	3
sm8	162	0.08
sm1	163	19.1
sm2	163	10
sm3	163	5.82
sm5	163	11.3
sm7	163	10.78
sm8	163	0.05
sm1	164	0.05
sm2	164	10.22
sm3	164	5.41
sm5	164	5.89
sm7	164	15.47
sm8	164	0.05
sm1	165	0.04
sm2	165	20.48
sm3	165	16.6
sm5	165	5.09
sm7	165	13.65
sm8	165	0.18
sm1	166	0.04
sm2	166	37.39
sm3	166	4.69
sm5	166	12.27
sm7	166	16.79
sm8	166	0.1
sm1	167	0.04
sm2	167	22.5
sm3	167	30.9
sm5	167	9.75
sm7	167	6.34
sm8	167	0.1
sm1	168	0.04
sm2	168	23.76
sm3	168	35.99
sm5	168	3.82
sm7	168	6.95
sm8	168	0.09
sm1	169	0.05
sm2	169	19.8
sm3	169	75.98
sm5	169	4
sm7	169	4.59
sm8	169	0.1
sm1	170	0.05
sm5	170	6.6
sm7	170	7.25
sm8	170	0.1
sm1	171	0.04
sm5	171	6.89
sm7	171	8.99
sm8	171	0.11
sm1	172	0.05
sm5	172	36.14
sm7	172	4.98
sm8	172	0.17
sm5	173	71.94
sm7	173	5.48
sm8	173	0.1
sm7	174	9.46
sm8	174	0.05
sm7	175	8.52
sm8	175	0.05
sm7	176	7.8
sm8	176	0.09
sm7	177	34
sm8	177	0.05
sm7	178	18.13
sm8	178	0.1
sm7	179	3.08
sm8	179	0.1
sm7	180	3.16
sm8	180	0.1
sm7	181	5.46
sm8	181	0.25
sm7	182	5.09
sm8	182	0.19
sm7	183	26.99
sm8	183	0.09
sm8	184	0.09
sm8	185	0.06
sm8	186	0.1
sm8	187	0.45
sm8	188	1
sm8	189	0.24
sm8	190	0.2
sm8	191	0.24
sm8	192	0.09
sm8	193	0.1
sm8	194	0.1
sm8	195	5.25
sm8	196	7.49
sm8	197	3.19
sm8	198	4
sm8	199	29.87
sm8	200	4.92
sm8	201	16.95
sm8	202	2.4
sm8	203	5.3
sm8	204	2.64
sm8	205	37
sm8	206	5.19
sm8	207	5.5
sm8	208	6.75
sm8	209	16
sm8	210	4.47
sm8	211	8.65
sm8	212	4.74
sm8	213	32
sm8	214	7.52
sm8	215	8.91
sm8	216	7.74
sm8	217	5.82
sm8	218	7.99
sm8	219	31.36
sm8	220	13.64
sm8	221	17.5
sm8	222	5.23
sm8	223	11.37
sm8	224	6
sm8	225	40
sm8	226	9.99
sm8	227	22.75
sm8	228	8
sm8	229	6.48
sm8	230	9.74
sm8	231	8
sm8	232	10.75
sm8	233	17.48
sm8	234	17.95
sm8	235	11
sm8	236	4.01
base1	1	4.69
base2	1	1.5
base3	1	1
base4	1	2.49
base5	1	2.8
gym1	1	4.4
gym2	1	5.82
smp	SM01	1.39
base1	2	13.25
base2	2	1.18
base3	2	0.65
base4	2	8.94
base5	2	0.5
gym1	2	1.77
gym2	2	34.21
smp	SM02	0.6
base1	3	1.7
base2	3	5.9
base3	3	2.89
base4	3	0.99
base5	3	7.75
gym1	3	2
gym2	3	5.59
smp	SM03	1.33
base1	4	42.39
base2	4	5.46
base3	4	4.84
base4	4	34.86
base5	4	12.99
gym1	4	5
gym2	4	10.5
smp	SM04	1.17
base1	5	1.73
base2	5	0.56
base3	5	3.28
base4	5	1.18
base5	5	6
gym1	5	1
gym2	5	8.57
smp	SM05	1.8
base1	6	1.17
base2	6	2
base3	6	1.23
base4	6	0.99
base5	6	1.4
gym1	6	3.79
gym2	6	5.56
smp	SM06	0.25
base1	7	0.57
base2	7	2.5
base3	7	3.1
base4	7	1.64
base5	7	1.5
gym1	7	3.28
gym2	7	5
smp	SM07	0.04
base1	8	6
base2	8	2.66
base3	8	2.15
base4	8	1.5
base5	8	2.44
gym1	8	1.08
gym2	8	2.39
smp	SM08	0.1
base1	9	0.45
base2	9	1
base3	9	1.95
base4	9	0.96
base5	9	2
gym1	9	1.85
gym2	9	2.4
smp	SM09	0.18
base1	10	1.6
base2	10	3.44
base3	10	0.4
base4	10	1.51
base5	10	2.85
gym1	10	0.71
gym2	10	5
smp	SM010	2.97
base1	11	2
base2	11	3.61
base3	11	1
base4	11	1.34
base5	11	1
gym1	11	2.94
gym2	11	7
smp	SM011	1.17
base1	12	0.95
base2	12	0.98
base3	12	4.9
base4	12	1.44
base5	12	1.5
gym1	12	7.2
gym2	12	3.75
smp	SM012	6
base1	13	0.99
base2	13	2.2
base3	13	0.49
base4	13	1
base5	13	1.75
gym1	13	5.75
gym2	13	11.45
smp	SM013	12.45
base1	14	2
base2	14	2.43
base3	14	2.16
base4	14	1.55
base5	14	0.45
gym1	14	6.98
gym2	14	14.25
smp	SM014	1.57
base1	15	9.38
base2	15	2.49
base3	15	1.2
base4	15	0.95
base5	15	1
gym1	15	5.03
gym2	15	7.84
smp	SM015	0.25
base1	16	1.79
base2	16	1.75
base3	16	0.68
base4	16	1.6
base5	16	1
gym1	16	3.79
gym2	16	3
smp	SM016	2.5
base1	17	0.25
base2	17	0.75
base3	17	0.65
base4	17	1.49
base5	17	2.5
gym1	17	0.28
gym2	17	4.28
smp	SM017	1.63
base1	18	0.99
base2	18	0.39
base3	18	1.14
base4	18	6
base5	18	0.89
gym1	18	4.76
gym2	18	5.18
smp	SM018	1.5
base1	19	0.65
base2	19	0.98
base3	19	0.67
base4	19	0.89
base5	19	0.39
gym1	19	2.79
gym2	19	4
smp	SM019	0.5
base1	20	1.34
base2	20	0.99
base3	20	1
base4	20	1.75
base5	20	0.94
gym1	20	0.97
gym2	20	4.99
smp	SM020	1
base1	21	0.3
base2	21	0.42
base3	21	0.49
base4	21	0.25
base5	21	3.49
gym1	21	0.68
gym2	21	1.97
smp	SM021	0.77
base1	22	0.9
base2	22	0.5
base3	22	0.5
base4	22	1.39
base5	22	0.88
gym1	22	1.15
gym2	22	0.75
smp	SM022	0.92
base1	23	0.37
base2	23	0.89
base3	23	0.5
base4	23	0.5
base5	23	0.39
gym1	23	0.8
gym2	23	1.58
smp	SM023	0.2
base1	24	0.11
base2	24	0.89
base3	24	0.69
base4	24	0.73
base5	24	0.4
gym1	24	0.99
gym2	24	1.28
smp	SM024	0.31
base1	25	0.3
base2	25	0.67
base3	25	0.42
base4	25	0.35
base5	25	0.35
gym1	25	0.9
gym2	25	0.27
smp	SM025	3.5
base1	26	0.27
base2	26	0.97
base3	26	0.25
base4	26	0.35
base5	26	0.5
gym1	26	1.73
gym2	26	1.6
smp	SM026	0.19
base1	27	0.18
base2	27	0.6
base3	27	0.69
base4	27	0.99
base5	27	0.4
gym1	27	0.75
gym2	27	0.77
smp	SM027	0.12
base1	28	0.15
base2	28	0.83
base3	28	0.35
base4	28	0.54
base5	28	0.25
gym1	28	6.71
gym2	28	1.36
smp	SM028	0.59
base1	29	0.15
base2	29	0.39
base3	29	0.46
base4	29	0.5
base5	29	0.56
gym1	29	0.97
gym2	29	3.83
smp	SM029	0.14
base1	30	0.51
base2	30	0.83
base3	30	0.5
base4	30	0.78
base5	30	0.4
gym1	30	0.23
gym2	30	1.35
smp	SM030	1.95
smp	SM030a	None
base1	31	0.19
base2	31	0.54
base3	31	0.19
base4	31	0.52
base5	31	0.4
gym1	31	2.16
gym2	31	0.43
smp	SM031	2.36
base1	32	0.19
base2	32	0.46
base3	32	0.17
base4	32	0.43
base5	32	0.3
gym1	32	0.77
gym2	32	0.4
smp	SM032	1.8
base1	33	0.09
base2	33	0.2
base3	33	0.16
base4	33	0.49
base5	33	0.25
gym1	33	1.34
gym2	33	0.37
smp	SM033	1.6
base1	34	0.1
base2	34	0.2
base3	34	0.14
base4	34	0.25
base5	34	0.1
gym1	34	0.78
gym2	34	0.14
smp	SM034	1.75
base1	35	0.27
base2	35	0.24
base3	35	0.26
base4	35	0.4
base5	35	0.3
gym1	35	0.25
gym2	35	0.65
smp	SM035	2.25
base1	36	0.3
base2	36	0.2
base3	36	0.2
base4	36	0.2
base5	36	0.14
gym1	36	0.4
gym2	36	0.63
smp	SM036	1.75
base1	37	0.31
base2	37	0.09
base3	37	0.14
base4	37	0.28
base5	37	0.25
gym1	37	0.22
gym2	37	0.49
smp	SM037	11.92
base1	38	0.2
base2	38	0.23
base3	38	0.14
base4	38	0.13
base5	38	0.5
gym1	38	0.09
gym2	38	0.53
smp	SM038	3.29
base1	39	0.3
base2	39	0.2
base3	39	0.16
base4	39	0.2
base5	39	0.16
gym1	39	0.44
gym2	39	0.81
smp	SM039	2.2
base1	40	0.28
base2	40	0.1
base3	40	0.17
base4	40	0.2
base5	40	0.2
gym1	40	0.2
gym2	40	0.75
smp	SM040	0.21
base1	41	0.1
base2	41	0.14
base3	41	0.32
base4	41	0.2
base5	41	0.17
gym1	41	0.4
gym2	41	0.59
smp	SM041	0.28
base1	42	0.25
base2	42	0.12
base3	42	0.14
base4	42	0.25
base5	42	0.21
gym1	42	0.37
gym2	42	0.11
smp	SM042	0.22
base1	43	0.09
base2	43	0.19
base3	43	0.22
base4	43	0.2
base5	43	0.1
gym1	43	0.2
gym2	43	0.45
smp	SM043	0.13
base1	44	0.16
base2	44	0.2
base3	44	0.21
base4	44	0.67
base5	44	0.25
gym1	44	0.2
gym2	44	0.47
smp	SM044	2.49
base1	45	0.1
base2	45	0.2
base3	45	0.16
base4	45	0.2
base5	45	0.17
gym1	45	0.2
gym2	45	0.45
smp	SM045	None
base1	46	0.15
base2	46	0.09
base3	46	0.07
base4	46	0.28
base5	46	0.13
gym1	46	0.34
gym2	46	0.4
smp	SM046	1.05
base1	47	0.04
base2	47	0.18
base3	47	0.04
base4	47	0.14
base5	47	0.25
gym1	47	0.4
gym2	47	0.51
smp	SM047	0.48
base1	48	0.1
base2	48	0.09
base3	48	0.09
base4	48	0.28
base5	48	0.2
gym1	48	1.12
gym2	48	0.32
smp	SM048	0.53
base1	49	0.07
base2	49	0.05
base3	49	0.05
base4	49	0.05
base5	49	0.08
gym1	49	0.2
gym2	49	0.43
smp	SM049	0.92
base1	50	0.08
base2	50	0.09
base3	50	0.06
base4	50	0.2
base5	50	0.12
gym1	50	0.36
gym2	50	0.39
smp	SM050	1.77
base1	51	0.1
base2	51	0.1
base3	51	0.05
base4	51	0.28
base5	51	0.1
gym1	51	0.18
gym2	51	0.89
smp	SM051	None
base1	52	0.04
base2	52	0.03
base3	52	0.04
base4	52	0.25
base5	52	0.1
gym1	52	0.2
gym2	52	0.57
smp	SM052	0.51
base1	53	0.11
base2	53	0.09
base3	53	0.04
base4	53	0.15
base5	53	0.1
gym1	53	0.2
gym2	53	0.32
smp	SM053	0.8
base1	54	0.09
base2	54	0.09
base3	54	0.09
base4	54	0.35
base5	54	0.05
gym1	54	0.28
gym2	54	0.67
smp	SM054	0.62
base1	55	0.05
base2	55	0.08
base3	55	0.07
base4	55	0.2
base5	55	0.09
gym1	55	0.2
gym2	55	0.49
smp	SM055	0.42
base1	56	0.08
base2	56	0.08
base3	56	0.09
base4	56	0.35
base5	56	0.04
gym1	56	0.33
gym2	56	0.48
smp	SM056	1.85
base1	57	0.1
base2	57	0.07
base3	57	0.09
base4	57	0.24
base5	57	0.09
gym1	57	0.2
gym2	57	0.32
smp	SM057	2.25
base1	58	0.15
base2	58	0.08
base3	58	0.1
base4	58	0.18
base5	58	0.08
gym1	58	0.57
gym2	58	0.76
smp	SM058	2.41
base1	59	0.1
base2	59	0.08
base3	59	0.08
base4	59	0.36
base5	59	0.06
gym1	59	0.27
gym2	59	0.5
smp	SM059	2
base1	60	0.09
base2	60	0.08
base3	60	0.05
base4	60	0.24
base5	60	0.09
gym1	60	0.37
gym2	60	0.48
smp	SM060	5.76
base1	61	0.1
base2	61	0.08
base3	61	0.01
base4	61	0.12
base5	61	0.09
gym1	61	0.03
gym2	61	0.21
smp	SM061	0.68
base1	62	0.09
base2	62	0.09
base3	62	0.03
base4	62	0.25
base5	62	0.09
gym1	62	0.1
gym2	62	0.31
smp	SM062	1.51
base1	63	0.16
base2	63	0.07
base4	63	0.3
base5	63	0.08
gym1	63	0.23
gym2	63	0.21
smp	SM063	1.4
base1	64	0.09
base2	64	0.04
base4	64	0.25
base5	64	0.1
gym1	64	0.21
gym2	64	0.21
smp	SM064	3.65
base1	65	0.07
base4	65	0.09
base5	65	0.05
gym1	65	0.18
gym2	65	0.15
smp	SM065	0.85
base1	66	0.09
base4	66	0.09
base5	66	0.09
gym1	66	0.13
gym2	66	0.21
smp	SM066	2.39
base1	67	0.2
base4	67	0.34
base5	67	0.1
gym1	67	0.14
gym2	67	0.11
smp	SM067	2
base1	68	0.12
base4	68	0.19
base5	68	0.1
gym1	68	0.23
gym2	68	0.27
smp	SM068	3.75
base1	69	0.09
base4	69	0.17
base5	69	0.1
gym1	69	0.15
gym2	69	0.32
smp	SM069	7.5
base1	70	0.38
base4	70	0.13
base5	70	0.06
gym1	70	0.15
gym2	70	0.24
smp	SM070	1.04
base1	71	1.25
base4	71	0.08
base5	71	0.4
gym1	71	0.18
gym2	71	0.24
smp	SM071	1.7
base1	72	0.32
base4	72	0.1
base5	72	0.65
gym1	72	0.27
gym2	72	0.12
smp	SM072	1.56
base1	73	0.36
base4	73	0.12
base5	73	0.18
gym1	73	0.21
gym2	73	0.31
smp	SM073	0.75
base1	74	1.76
base4	74	0.09
base5	74	0.2
gym1	74	0.18
gym2	74	0.22
smp	SM074	0.5
base1	75	0.39
base4	75	0.13
base5	75	0.2
gym1	75	0.1
gym2	75	0.21
smp	SM075	2.72
base1	76	0.99
base4	76	0.07
base5	76	0.17
gym1	76	0.15
gym2	76	0.21
smp	SM076	0.2
base1	77	0.5
base4	77	0.09
base5	77	0.09
gym1	77	0.13
gym2	77	0.2
smp	SM077	0.65
base1	78	1.22
base4	78	0.09
base5	78	0.07
gym1	78	0.09
gym2	78	0.19
smp	SM078	None
base1	79	0.5
base4	79	0.08
base5	79	0.04
gym1	79	0.08
gym2	79	0.2
smp	SM079	2
base1	80	0.24
base4	80	0.1
base5	80	0.75
gym1	80	0.12
gym2	80	0.18
smp	SM080	3
base1	81	0.1
base4	81	0.1
base5	81	0.09
gym1	81	0.38
gym2	81	0.2
smp	SM081	0.25
base1	82	0.05
base4	82	0.09
base5	82	0.18
gym1	82	0.1
gym2	82	0.24
smp	SM082	6.73
base1	83	0.09
base4	83	0.07
base5	83	4
gym1	83	0.13
gym2	83	0.21
smp	SM083	0.49
base1	84	0.1
base4	84	0.09
gym1	84	0.12
gym2	84	0.28
smp	SM084	5.5
base1	85	0.2
base4	85	0.1
gym1	85	0.2
gym2	85	0.21
smp	SM085	None
base1	86	0.15
base4	86	0.13
gym1	86	0.16
gym2	86	0.23
smp	SM086	1
base1	87	0.05
base4	87	0.17
gym1	87	0.13
gym2	87	0.23
smp	SM087	0.6
base1	88	0.25
base4	88	0.09
gym1	88	0.22
gym2	88	0.2
smp	SM088	0.65
base1	89	0.2
base4	89	0.1
gym1	89	0.14
gym2	89	0.22
smp	SM089	0.19
base1	90	0.05
base4	90	0.1
gym1	90	0.11
gym2	90	0.36
smp	SM090	2.99
base1	91	0.13
base4	91	0.08
gym1	91	0.18
gym2	91	0.21
smp	SM091	1.78
base1	92	0.1
base4	92	0.1
gym1	92	0.09
gym2	92	0.2
smp	SM092	1.25
base1	93	0.09
base4	93	0.1
gym1	93	0.17
gym2	93	0.22
smp	SM093	0.41
base1	94	0.05
base4	94	0.1
gym1	94	0.19
gym2	94	0.3
smp	SM094	0.43
base1	95	0.05
base4	95	0.08
gym1	95	0.17
gym2	95	0.2
smp	SM095	0.65
base1	96	0.74
base4	96	0.09
gym1	96	0.21
gym2	96	0.18
smp	SM096	0.4
base1	97	0.1
base4	97	0.1
gym1	97	0.99
gym2	97	0.36
smp	SM097	0.25
base1	98	0.14
base4	98	0.09
gym1	98	0.25
gym2	98	0.28
smp	SM098	4.99
base1	99	0.1
base4	99	0.17
gym1	99	0.65
gym2	99	0.26
smp	SM099	24.99
base1	100	0.1
base4	100	0.06
gym1	100	1.11
gym2	100	0.62
smp	SM0100	1.7
base1	101	0.11
base4	101	1
gym1	101	0.28
gym2	101	0.8
smp	SM0101	2.5
base1	102	0.1
base4	102	0.26
gym1	102	0.5
gym2	102	1.47
smp	SM0102	2.99
base4	103	1.76
gym1	103	0.79
gym2	103	1.41
smp	SM0103	3.75
base4	104	0.34
gym1	104	0.99
gym2	104	0.69
smp	SM0104	15.99
base4	105	0.75
gym1	105	0.2
gym2	105	0.87
smp	SM0105	0.32
base4	106	0.48
gym1	106	0.2
gym2	106	0.54
smp	SM0106	0.99
base4	107	0.38
gym1	107	0.1
gym2	107	0.5
smp	SM0107	1.99
base4	108	0.8
gym1	108	0.22
gym2	108	1
smp	SM0108	0.75
base4	109	0.04
gym1	109	0.36
gym2	109	0.85
smp	SM0109	1.94
base4	110	0.08
gym1	110	0.2
gym2	110	0.8
smp	SM0110	0.8
base4	111	0.1
gym1	111	0.74
gym2	111	0.9
smp	SM0111	1.18
base4	112	0.1
gym1	112	0.4
gym2	112	0.97
smp	SM0112	1.8
base4	113	0.1
gym1	113	0.5
gym2	113	0.2
smp	SM0113	0.93
base4	114	0.13
gym1	114	0.92
gym2	114	0.26
smp	SM0114	1.62
base4	115	0.13
gym1	115	0.2
gym2	115	0.49
smp	SM0115	0.5
base4	116	0.3
gym1	116	0.53
gym2	116	0.75
smp	SM0116	0.5
base4	117	0.1
gym1	117	0.23
gym2	117	0.39
smp	SM0117	4.62
base4	118	0.05
gym1	118	0.4
gym2	118	1.5
smp	SM0118	0.49
base4	119	0.1
gym1	119	0.65
gym2	119	0.56
smp	SM0119	None
base4	120	0.1
gym1	120	0.2
gym2	120	0.7
smp	SM0120	None
base4	121	0.05
gym1	121	0.14
gym2	121	0.44
smp	SM0121	3.33
base4	122	0.04
gym1	122	0.21
gym2	122	0.25
smp	SM0122	None
base4	123	0.05
gym1	123	0.28
gym2	123	0.31
smp	SM0123	1.8
base4	124	0.46
gym1	124	0.21
gym2	124	0.18
smp	SM0124	3.75
base4	125	0.09
gym1	125	0.16
gym2	125	0.25
smp	SM0125	1.47
base4	126	0.2
gym1	126	0.18
gym2	126	0.3
smp	SM0126	4
base4	127	0.1
gym1	127	0.15
gym2	127	0.37
smp	SM0127	2.99
base4	128	0.05
gym1	128	0.2
gym2	128	0.32
smp	SM0128	2.75
base4	129	0.09
gym1	129	0.2
gym2	129	0.18
smp	SM0129	2
base4	130	0.1
gym1	130	0.15
gym2	130	0.45
smp	SM0130	0.99
gym1	131	0.19
gym2	131	0.37
smp	SM0131	2
gym1	132	0.24
gym2	132	0.47
smp	SM0132	1
smp	SM0133	2.84
smp	SM0134	2.5
smp	SM0135	0.1
smp	SM0136	0.37
smp	SM0137	3.75
smp	SM0138	3.99
smp	SM0139	7
smp	SM0140	3.99
smp	SM0141	6.96
smp	SM0142	3.99
smp	SM0143	3
smp	SM0144	2.97
smp	SM0146	2.75
smp	SM0146	None
smp	SM0147	None
smp	SM0148	None
smp	SM0149	None
smp	SM0150	None
smp	SM0151	None
smp	SM0152	None
smp	SM0153	6.95
smp	SM0154	None
smp	SM0155	5
smp	SM0156	6
smp	SM0157	3.92
basep	1	0.81
basep	2	0.20
basep	3	0.79
basep	4	0.99
basep	5	0.49
basep	6	0.91
basep	7	1.80
basep	8	0.09
basep	9	4.95
basep	10	0.94
basep	11	1.00
basep	12	6.09
basep	13	10.65
basep	14	0.48
basep	15	3.95
basep	16	0.25
basep	17	2.50
basep	18	0.49
basep	19	4.26
basep	20	0.39
basep	21	0.98
basep	22	0.74
basep	23	0.50
basep	24	28.46
basep	25	4.99
basep	26	3.83
basep	27	0.81
basep	28	0.89
basep	29	0.30
basep	30	0.64
basep	31	0.50
basep	32	0.20
basep	33	0.82
basep	34	0.26
basep	35	2.59
basep	36	0.94
basep	37	0.50
basep	38	1.25
basep	39	0.44
basep	40	149.99
basep	41	399.94
basep	42	1.50
basep	43	1.45
basep	44	1.80
basep	45	2.74
basep	46	1.34
basep	47	4.99
basep	48	9.00
basep	49	14.99
basep	50	1.82
basep	51	None
basep	52	3.58
basep	53	3.97
